default,student,balance,income
No,No,1755.55,42978.54
No,Yes,1404.29,50627.64
No,Yes,1095.8,59927.73
No,No,1307.41,62603.49
No,Yes,1868.65,7744.22
No,No,1394.29,46346.15
No,No,1560.92,46931.73
No,No,1389.44,51576.11
No,No,1579.47,42443.08
No,Yes,1236.11,31862.75
No,No,1561.55,47490.11
No,Yes,1352.56,58207.78
No,Yes,1525.76,25865.07
Yes,Yes,1386.66,36013.78
No,Yes,1841.18,59284.47
No,Yes,2078.6,68706.55
No,Yes,1284.73,44701.46
No,No,1704.41,40734.18
No,No,1484.99,47287.33
No,Yes,1692.83,44311.15
No,No,1811.11,61878.46
No,Yes,2149.77,26001.78
No,No,1556.03,36355.36
No,No,972.39,60086.46
No,Yes,1568.52,43457.61
No,No,796.78,53858.28
No,Yes,965.08,38097.5
No,No,1411.08,44127.96
No,No,1732.63,10705.96
Yes,No,1530.48,74721.79
No,No,1915.08,73443.14
No,No,1912.24,42619.67
No,No,2160.03,55462.42
No,No,1066.98,65457.67
No,Yes,1598.02,34116.88
No,Yes,1369.46,25040.78
No,No,1873.51,43504.3
Yes,No,1914.33,42356.35
No,No,1617.03,45092.08
No,No,1553.37,73405.5
No,No,2190.85,43149.13
No,No,1178.23,55740.43
No,Yes,1573.64,46784.71
No,No,913.67,34499.94
No,Yes,1365.37,25671.27
No,No,1136.11,63432.01
No,No,860.35,14652.73
No,No,1299.21,77328.56
No,No,868.18,71443.21
No,Yes,1877.6,51060.68
No,No,1559.7,58320.41
No,No,1289.47,23612.89
No,No,889.32,22048.52
No,Yes,1781.32,13811.35
No,Yes,2358.08,54401.89
No,Yes,2236.09,51791.84
No,No,654.37,56709.85
No,No,1343.97,61571.04
No,Yes,836.72,52934.19
No,No,1993.6,42141.18
No,Yes,1737.96,40429.04
No,Yes,1934.86,27251.28
No,No,1495.64,61737.21
No,No,2234.79,45278.42
No,No,542.23,51162.71
No,Yes,1249.11,76225.73
No,No,1606.68,22243.44
No,No,1086.54,40767.38
No,No,1748.24,50677.39
Yes,No,1538.8,53182.97
No,Yes,1168.88,66283.61
No,No,955.67,33648.39
No,No,1326.62,55438.91
No,No,2148.24,60452.26
No,No,1245.15,50849.09
No,No,1467.93,54950.9
No,No,2382.14,36477.21
No,Yes,1969.51,54733.82
No,Yes,2161.2,39428.9
Yes,No,1501.61,79968.15
No,No,1307.91,27148.78
No,Yes,733.33,47763.39
No,Yes,1674.93,33370.77
No,No,1408.44,58910.44
No,No,2292.16,81731.33
No,No,1609.62,55542.85
No,No,1567.66,28951.98
No,Yes,2191.23,35862.3
No,No,1795.56,37100.98
Yes,No,1687.9,72922.98
No,Yes,913.78,72222.6
No,No,1753.72,33792.53
No,No,1588.39,45260.25
No,No,1487.17,69498.77
No,No,1333.45,60192.64
No,No,1342.02,48700.41
No,Yes,688.28,32113.93
No,No,854.79,32824.97
No,No,1732.67,40228.19
No,No,1067.55,34007.59
No,No,1381.93,59650.92
No,No,1275.34,54213.84
No,Yes,1364.64,51214.39
No,No,2208.66,61662.68
No,No,1415.51,49899.74
No,Yes,1714.36,81338.58
No,No,1047.23,79741.2
No,No,1299.26,47699.3
No,No,1692.15,41359.46
Yes,No,1738.71,24873.82
No,No,1830.55,63441.08
No,Yes,1817.35,49749.71
No,No,1819.45,40009.38
No,No,1285.14,61692.72
No,No,1482.25,29347.97
No,No,1669.61,29454.34
No,No,1195.59,67390.19
No,No,914.26,45533.97
No,No,1515.5,68361.1
No,No,1039.58,47460.34
No,Yes,1472.82,18542.03
No,No,1600.05,44702.83
No,Yes,1034.16,41685.12
No,No,1570.99,37524.81
Yes,Yes,1154.85,48043.57
No,No,1318.19,39285.09
No,No,1847.99,18442.45
No,No,1548.96,17978.49
No,No,1632.16,38570.23
No,No,1658.89,21543.91
No,No,1978.18,73203.95
No,No,1420.9,57627.74
No,No,1232.48,32109.1
No,No,1196.24,51892.05
No,Yes,1079.87,37673.94
No,No,915.42,49215.13
No,No,1061.59,22932.85
No,No,1470.19,36811.0
Yes,No,1418.84,50602.64
No,Yes,1654.73,52109.1
No,Yes,1390.38,62234.62
No,Yes,1073.21,19868.78
No,No,1701.88,46023.71
No,No,1693.42,42542.67
No,No,959.39,49318.74
No,No,1766.56,26223.58
No,No,1944.8,37232.39
No,No,1864.8,61600.77
No,No,1682.32,64178.73
No,No,1327.63,61198.29
No,No,711.65,54223.89
No,Yes,1845.73,37912.02
No,No,1826.28,34966.85
No,No,2856.78,50131.18
No,No,1585.09,46554.03
No,No,1678.83,28581.81
No,No,1427.51,51937.36
No,No,1348.65,41491.3
No,Yes,1093.07,48850.74
Yes,Yes,1781.65,39824.21
No,No,1073.49,29556.11
No,Yes,811.97,74083.24
No,No,1500.24,51044.32
No,No,1019.93,60914.84
No,No,1218.72,69899.53
Yes,Yes,1344.59,42485.49
No,No,1551.25,36503.86
No,No,1841.05,51800.02
No,No,1687.6,54765.56
No,No,1166.4,51027.84
No,No,1770.15,60950.04
No,Yes,1501.28,45566.82
No,No,1677.3,51421.27
No,No,1849.37,43000.67
No,No,988.09,61696.82
No,No,1254.59,44970.91
No,No,1570.7,20245.17
No,No,1778.81,47036.1
No,No,1800.29,57014.71
No,No,1746.38,40801.0
No,No,2191.62,77919.47
Yes,No,691.04,67782.8
No,No,1933.79,37711.01
No,No,1223.99,62613.05
No,Yes,1473.56,36306.35
No,Yes,1554.61,43418.41
No,No,1621.12,53525.12
No,No,1802.77,29779.43
No,No,1200.81,21680.28
No,Yes,1439.48,39765.26
No,No,2065.34,44694.59
No,No,758.3,68348.14
No,No,1512.06,58528.86
No,No,1218.06,10772.53
No,No,967.83,57763.09
No,No,1167.12,39261.82
No,Yes,902.08,41885.58
No,No,733.41,68159.61
No,No,2106.74,57612.55
No,No,1367.75,57633.61
No,No,679.17,48229.57
No,No,1330.24,43104.14
No,No,1377.13,53484.12
No,Yes,1839.91,47141.07
No,Yes,1280.86,23141.82
No,No,1307.23,46705.36
No,Yes,1624.95,34447.2
No,No,1651.5,50284.94
No,No,1470.63,10391.56
No,No,1496.98,35432.57
No,No,1622.95,44136.52
No,No,699.94,40666.19
No,No,1436.14,24936.0
No,Yes,1091.38,54708.19
Yes,Yes,2131.3,27744.25
No,No,2015.95,55194.19
No,No,1999.35,47169.85
No,No,1241.75,36770.44
No,No,1557.01,54259.02
No,No,1843.75,80118.34
No,No,1948.3,34576.81
No,No,1405.85,31136.89
No,Yes,1626.69,26220.92
No,Yes,1390.66,47421.43
No,No,1796.32,47211.74
No,No,889.3,56308.75
No,No,755.16,69813.27
No,No,1761.1,44256.62
No,Yes,1517.02,39076.62
No,No,1363.89,25210.11
No,No,2235.55,26418.23
No,No,1751.45,49423.89
No,Yes,1870.12,67253.18
No,No,1697.83,53732.54
No,No,1153.66,31937.3
No,Yes,2024.08,50226.69
No,No,644.74,22428.83
No,No,1130.42,26276.0
No,No,2572.97,17859.76
No,No,2179.81,70049.61
No,No,1895.51,26918.57
No,No,1739.07,44459.99
No,No,982.36,54132.16
No,Yes,1628.42,47531.49
No,Yes,563.63,80505.86
No,Yes,884.65,36847.36
No,No,1493.68,72593.98
No,No,1147.6,47054.69
No,No,1749.96,49419.59
No,No,1409.41,14614.03
No,No,537.58,24907.01
No,No,1974.04,57995.36
No,No,1525.94,56940.75
No,No,865.16,24269.23
No,No,1516.89,18640.7
No,No,1254.69,58844.49
No,Yes,927.01,56538.4
No,Yes,1540.15,28753.31
No,No,1737.9,24407.63
No,No,1330.83,41351.65
No,Yes,1123.67,4286.95
No,No,1616.78,43570.62
No,No,1527.48,49828.96
No,No,1659.9,39774.0
No,No,1161.68,55583.44
No,Yes,2219.94,38587.02
No,No,1402.15,55877.02
No,Yes,1768.45,57588.06
No,Yes,1316.29,60077.49
No,No,1754.19,49610.2
No,No,2039.04,35961.49
No,No,1021.83,66768.49
No,No,1427.79,65546.77
No,Yes,841.23,64671.73
No,No,1348.0,17522.6
No,No,1561.19,11259.48
No,Yes,1067.47,62134.74
No,Yes,1245.13,49380.57
No,Yes,1825.34,41706.08
No,No,2158.19,38780.36
No,No,1501.68,33567.36
No,Yes,1551.89,70385.65
No,No,1454.94,51466.82
No,No,903.48,54749.91
No,No,1283.01,37927.9
No,No,1619.78,45841.81
No,Yes,1119.9,28359.92
No,Yes,1394.67,56429.89
No,Yes,2161.7,59258.7
No,Yes,598.67,24367.84
No,Yes,1144.07,57659.5
No,No,1834.13,43770.22
No,No,1220.56,53250.78
No,Yes,1401.78,40359.32
No,No,1520.02,60107.46
No,No,1241.55,32680.37
No,No,1761.77,11325.71
No,No,1739.68,29557.85
No,No,1249.8,30539.04
No,Yes,1952.02,57868.61
No,No,2142.19,60730.76
No,No,1630.0,43238.38
No,No,1763.36,22146.73
No,No,1345.98,39523.52
No,No,1739.87,40378.37
No,No,638.35,17798.11
No,No,769.71,48006.06
No,No,1248.76,53007.37
No,No,1588.31,47997.39
No,No,1161.69,38970.34
No,Yes,812.18,50540.41
No,No,1368.18,62349.8
No,No,1621.43,31198.19
No,No,1170.23,48821.06
No,No,2071.96,45711.68
No,No,1229.29,20511.15
No,No,1455.04,45758.98
No,No,903.19,35131.02
No,No,1262.65,55033.49
No,No,1255.09,16010.76
No,No,1186.9,75864.8
No,No,1476.62,32005.65
No,Yes,1221.16,37882.36
No,No,2009.32,65835.09
No,No,1490.38,50389.26
No,No,1804.67,36261.61
No,No,1241.93,45845.44
No,No,1060.67,30257.57
No,Yes,2070.69,44903.32
No,No,1024.9,54630.95
No,No,1736.93,58092.46
No,No,1898.81,48625.39
No,No,1339.87,35505.43
No,Yes,439.71,73515.49
No,No,1608.92,59103.08
No,Yes,1893.22,71991.05
No,No,884.22,49767.9
No,Yes,1635.95,50007.0
No,No,1386.9,69568.18
No,No,1457.7,36074.13
No,No,1613.69,56005.29
No,No,1242.31,64287.85
No,Yes,1557.54,16145.27
No,No,1114.87,42352.36
No,Yes,1696.43,60005.8
No,No,791.03,36819.8
No,No,1060.86,67253.13
No,No,1936.3,63507.21
No,Yes,1758.24,33560.32
No,No,1714.66,67444.09
No,Yes,1561.28,26213.54
No,No,468.69,20617.31
No,No,1414.81,58182.76
No,Yes,1416.8,18951.54
No,Yes,1923.81,50578.43
No,No,1863.19,43093.44
No,No,1303.63,46958.49
No,No,2393.01,34594.41
No,Yes,2041.22,65254.65
No,No,1637.65,42250.78
No,No,1539.02,62277.81
No,No,1474.11,23339.38
No,No,1319.23,65112.34
No,No,1862.39,57883.71
No,Yes,1588.15,50701.14
No,No,2322.01,50124.09
No,No,1840.54,61045.82
No,No,1197.79,42050.99
No,No,1347.37,41857.27
No,No,2392.35,30101.64
No,No,823.69,35397.73
No,No,1882.62,40681.48
No,No,1631.71,69124.61
No,No,948.87,47724.14
No,No,1322.77,69892.87
No,Yes,1011.98,42257.9
No,Yes,1335.36,62678.3
No,No,1862.48,36461.53
No,No,1838.89,72629.73
No,No,1702.95,41984.13
No,No,2146.37,43824.25
No,No,1137.05,38950.98
No,No,2083.66,50190.97
No,Yes,1365.18,54957.53
No,Yes,1466.32,30312.86
No,No,1523.65,11380.0
No,Yes,1745.96,30230.22
No,Yes,1519.51,25945.18
No,No,1433.98,54752.13
No,No,1196.47,31927.92
No,Yes,1175.02,37131.26
No,No,1940.61,39130.88
No,Yes,1207.32,58870.92
No,Yes,1754.0,47488.62
No,No,1299.26,23627.84
No,No,2033.65,80011.53
No,Yes,1168.04,29419.89
No,No,2076.4,57204.87
No,No,1656.06,33573.93
No,No,1479.22,26152.28
No,No,1663.26,60337.66
No,Yes,1445.51,35583.78
No,No,936.26,51169.11
No,No,1917.16,50197.29
No,No,1457.92,46769.34
No,No,1033.01,8187.0
No,No,1217.05,49150.97
No,No,1473.47,47855.38
No,No,1045.0,39524.12
No,No,749.12,51312.49
No,No,1652.06,46303.25
No,Yes,1522.39,57459.39
No,No,1199.03,53010.06
Yes,No,1344.34,71927.43
No,No,871.01,59753.64
No,No,1393.82,62916.34
No,No,1268.93,36324.98
No,Yes,1407.86,49641.41
No,No,1598.58,32684.55
No,Yes,1632.51,37766.02
No,Yes,1202.93,54815.05
No,No,2281.11,62135.45
No,Yes,1941.96,48266.04
No,No,1017.16,55506.09
No,No,1251.88,64492.61
No,Yes,1147.75,34991.15
No,No,1423.79,49522.81
No,No,1305.37,63021.92
No,Yes,1553.37,52910.71
No,Yes,510.5,45691.9
No,No,745.64,33560.84
No,No,1145.8,63795.67
No,No,1284.24,70174.65
No,No,1335.95,44652.63
Yes,Yes,840.8,34565.92
No,No,1461.62,53413.43
Yes,No,1520.29,24147.52
No,No,899.91,37533.73
No,No,1675.58,36979.69
No,No,1336.45,35547.66
No,Yes,1348.1,47653.39
Yes,No,1323.66,56178.18
No,No,1419.9,40947.66
No,Yes,1448.55,54322.74
No,No,1748.24,62471.71
No,Yes,1417.24,31946.47
No,No,1091.12,35222.99
No,No,1336.24,57621.35
No,No,1435.89,56685.28
Yes,No,1123.95,59310.4
No,No,1633.51,44045.24
No,No,1402.43,72457.98
Yes,Yes,1221.9,38113.97
No,No,1239.88,34272.81
No,No,1488.76,54060.58
No,No,2331.14,44241.28
No,Yes,1847.8,29877.95
No,Yes,931.81,40520.39
No,No,1753.0,50804.27
No,No,1404.24,30026.48
No,No,1998.52,39416.91
No,No,1473.47,40827.0
No,Yes,1634.89,47271.94
No,No,1237.77,41697.48
No,Yes,2004.63,64103.49
No,No,1457.93,48650.34
No,No,1378.02,44004.9
No,Yes,263.8,18292.12
No,Yes,1813.61,34865.65
No,No,738.53,77506.65
No,No,1799.05,41436.58
No,No,1389.92,11792.16
No,No,2128.35,49811.2
No,No,2152.88,19709.41
No,No,1850.4,55777.76
No,Yes,2148.68,18853.12
No,No,1303.19,57926.61
No,No,1384.83,28198.93
No,No,1173.42,30514.57
No,No,1381.35,50362.64
No,No,2013.65,46696.38
No,No,1972.35,17204.73
No,No,975.93,47533.88
No,No,1306.8,29274.71
No,No,1832.4,20402.36
No,No,1642.75,45568.97
No,No,2305.23,48783.82
No,No,1101.09,53429.17
No,No,506.01,41655.29
No,Yes,1918.61,49532.67
No,Yes,1268.6,60669.73
No,Yes,2095.11,40500.54
No,No,864.52,48726.1
No,No,2142.55,40791.24
No,Yes,1631.34,51806.61
No,No,1615.93,60951.24
No,Yes,1840.85,60651.83
No,No,1216.04,40875.89
No,Yes,1386.98,52819.56
No,No,1451.17,48180.75
Yes,No,2314.58,58588.36
No,No,1529.56,50131.22
No,No,1205.01,55344.19
No,No,1020.65,60335.87
No,No,2285.52,46552.16
No,No,1288.77,24853.04
No,Yes,1276.55,5929.95
Yes,No,1457.22,68195.79
No,No,1230.15,63729.81
No,No,2480.28,21182.5
No,No,1430.05,15518.46
No,Yes,1706.53,51797.66
No,No,942.58,31080.16
No,No,1671.41,21650.78
No,Yes,1140.2,24690.73
No,No,1508.87,50409.77
No,Yes,1527.4,25519.51
No,No,1550.22,65016.47
No,No,1997.6,53550.07
No,No,663.18,60394.46
No,No,1754.21,50502.37
No,Yes,1875.76,28674.78
No,No,1571.98,29818.65
No,No,1035.58,54369.83
No,Yes,1259.65,68252.52
No,Yes,1744.55,34947.35
No,Yes,1248.6,31272.9
No,Yes,987.33,59880.51
No,No,1754.67,31643.56
No,No,1354.16,63131.21
No,No,1442.71,40597.64
No,No,1793.68,42491.8
No,No,1487.17,39932.0
No,No,1634.91,60545.72
No,No,1100.07,38468.49
No,No,1655.04,45640.49
No,No,1683.43,35484.89
No,No,1427.78,59320.66
No,No,2154.98,60222.41
No,No,313.01,69441.73
No,No,1200.65,72679.58
No,No,1226.12,25667.98
No,Yes,1204.6,46692.56
No,No,1603.15,60048.24
No,No,1290.27,40379.65
No,No,1478.33,56887.32
No,No,1492.64,25959.38
No,No,1970.29,43570.27
No,No,1309.62,23267.32
No,Yes,1814.02,45259.86
No,No,1759.14,42085.16
No,No,1157.86,55087.61
No,No,1087.64,60618.64
No,No,1475.11,37328.44
No,No,1265.43,37203.67
No,Yes,1439.59,45140.99
No,No,1625.87,49982.46
No,Yes,1468.03,32658.0
No,No,1525.88,55228.34
No,No,1417.09,59200.36
No,No,1818.64,47949.47
No,No,555.04,66055.02
No,Yes,1688.77,66622.96
No,No,818.01,49224.23
No,Yes,1967.41,42575.22
No,No,2054.36,51325.05
No,Yes,1324.12,41457.52
No,No,1737.44,46356.37
No,No,1729.27,40475.99
No,No,1337.51,31679.76
No,No,2001.02,43102.84
No,No,1109.34,61675.09
No,No,1133.49,26158.97
No,No,1194.18,38544.09
No,No,1322.22,52536.38
No,No,1617.38,49206.96
No,No,1395.18,29033.1
No,No,1390.83,31219.72
No,No,1097.86,50908.91
No,No,1350.52,62391.63
No,Yes,1498.09,30455.39
No,Yes,1463.13,53994.55
No,Yes,925.11,34781.9
No,No,1415.24,47349.78
No,No,1782.35,66559.89
No,Yes,2225.85,28945.86
No,No,1529.89,44059.01
No,No,2127.81,18572.8
No,No,2116.45,34900.23
No,No,1312.37,63732.58
No,Yes,1171.83,50128.26
No,No,819.37,39213.07
No,No,1444.56,60644.94
No,No,1117.32,57894.28
No,Yes,2071.17,36068.29
No,No,1094.21,59857.11
No,No,1590.59,56513.04
No,No,1325.72,47102.11
No,Yes,954.87,22623.88
No,No,2308.61,42952.32
No,No,1226.78,35414.26
No,No,2064.85,32780.09
No,No,1065.28,53224.6
No,No,1731.99,46745.73
No,Yes,1947.16,44075.13
No,Yes,1440.1,65291.38
No,Yes,2510.58,31387.3
No,No,2369.72,53437.18
No,No,645.03,48048.52
No,No,970.6,60019.46
No,No,1989.52,37480.85
No,No,1037.58,4001.97
No,No,1544.75,58160.52
No,No,891.76,32304.58
No,No,1568.2,20129.06
No,No,1668.54,78231.15
No,No,823.19,38473.17
No,No,1961.61,58619.93
No,No,2405.13,57362.87
No,Yes,926.06,30933.6
Yes,Yes,1054.6,35128.11
No,Yes,906.88,77657.98
No,No,1048.41,59283.98
No,Yes,829.81,48422.38
No,Yes,1495.58,47875.26
No,No,1333.26,55776.18
No,No,1605.31,60146.82
No,No,1466.07,39847.18
No,Yes,2497.99,54215.63
No,No,1557.97,27163.88
No,No,1187.25,14267.4
No,No,1751.46,47937.69
No,No,1571.87,20753.52
No,No,2197.48,29909.46
Yes,Yes,1754.59,67373.13
No,No,1363.03,28730.45
No,Yes,903.32,33619.82
No,Yes,2222.3,36298.05
No,Yes,1924.03,26256.67
No,No,544.77,60301.26
No,No,1155.58,41316.48
No,Yes,1817.02,36053.52
No,No,1651.63,44713.49
No,No,850.65,51087.8
No,No,2196.52,56405.28
No,No,1274.4,44028.43
No,Yes,1813.72,30475.62
No,Yes,1598.81,22940.82
No,Yes,2103.72,74899.86
No,No,2080.98,18584.41
No,No,2411.38,58269.47
No,Yes,2051.55,50758.87
No,No,1475.12,24707.9
No,No,1689.72,55323.83
No,No,1776.06,41932.72
No,No,1157.51,53157.87
No,No,1852.31,36502.04
No,No,1509.35,39700.71
No,No,605.53,47439.57
No,Yes,984.27,29901.5
No,Yes,1205.15,29920.89
No,No,2113.93,68910.77
No,No,1550.36,58058.42
Yes,Yes,1915.9,48124.18
No,No,1441.9,26505.27
No,No,1860.96,47131.12
No,No,2203.77,29879.05
No,No,1054.9,19533.87
No,No,1382.17,6134.88
No,No,1251.0,59872.2
No,Yes,1151.08,48106.77
No,No,1693.68,53765.72
No,No,1355.62,35809.35
No,No,1911.43,46100.25
Yes,No,1614.97,15908.74
No,Yes,1792.17,29568.51
No,No,1585.31,21334.17
No,Yes,1814.66,41893.37
No,Yes,643.98,52016.47
Yes,No,1254.61,47357.83
No,No,1949.37,62673.9
No,No,1485.59,43657.68
No,No,1070.91,30409.95
No,No,1253.29,45582.95
No,No,2005.88,34236.02
No,No,800.62,63582.7
No,No,1278.0,46696.12
No,No,1516.53,67549.85
No,No,1979.02,23959.44
No,Yes,987.93,50881.75
No,No,1562.86,28393.08
No,Yes,2076.58,47973.2
No,No,1245.6,36927.02
No,No,1613.16,23581.67
No,No,1457.45,52733.8
No,No,1515.16,45342.98
No,Yes,2182.92,75165.92
No,Yes,1226.25,41511.27
No,Yes,1691.56,63225.86
No,No,2205.3,52329.13
No,Yes,2103.46,85064.23
No,No,1301.4,39330.57
No,No,1613.38,68707.78
No,No,1030.43,55014.56
No,No,1663.51,44070.28
No,No,1922.76,63845.46
No,Yes,1538.89,41818.55
Yes,Yes,1512.44,34793.58
No,No,1675.36,31173.32
No,No,1170.89,19758.67
No,No,1433.49,32079.2
No,Yes,2140.14,73843.97
No,Yes,1696.71,61808.97
No,Yes,1742.81,40015.79
No,No,1713.08,66978.91
No,Yes,1346.36,46445.68
No,Yes,2204.43,47347.25
No,Yes,1348.43,43180.19
No,No,2225.82,39574.75
No,No,1504.98,86006.35
No,No,2076.82,33167.82
No,No,631.11,47767.27
No,No,1096.16,60886.57
No,No,1619.89,52555.71
No,No,1473.17,32797.24
No,No,1382.36,36433.17
No,Yes,1517.62,51453.0
No,No,1618.71,40921.77
No,No,1803.16,51372.2
No,No,1781.09,52289.66
No,Yes,1570.96,60022.07
No,No,1484.96,44396.71
No,No,1467.32,37188.9
No,No,1322.97,28146.57
No,No,1299.35,79870.95
No,Yes,1997.76,46111.0
No,No,1674.36,40493.82
No,Yes,2482.96,66880.5
No,Yes,1966.7,30004.19
No,No,986.38,64713.28
No,No,1208.9,56463.65
No,No,971.75,37681.5
No,Yes,1396.45,60343.78
No,Yes,1073.02,42438.76
No,Yes,1822.44,34538.28
No,Yes,957.73,53099.97
No,No,962.46,54159.44
No,Yes,681.22,54234.5
No,No,1192.97,33193.94
No,Yes,1106.76,39830.3
No,Yes,2186.96,39731.26
No,Yes,1909.93,42058.7
Yes,Yes,1421.86,41885.94
No,Yes,1942.21,12933.41
No,No,1582.43,27804.22
No,Yes,2482.63,51903.84
No,No,1593.14,32470.19
No,No,2105.65,67669.59
No,No,1433.59,26097.0
No,Yes,1215.57,38637.19
No,No,1153.31,39140.57
No,Yes,1159.06,43218.31
No,No,1739.67,57378.19
No,Yes,1648.49,34618.58
No,No,1610.88,38460.88
No,No,1782.84,43366.67
Yes,Yes,862.5,24073.82
No,Yes,1118.92,43758.3
No,Yes,1984.41,54087.08
No,No,1318.71,57526.91
No,Yes,1741.63,17935.25
No,No,1087.56,9090.44
No,Yes,1823.31,40743.27
No,No,1363.21,43812.05
No,No,1678.79,36774.22
No,No,973.45,61893.81
No,No,1292.87,46653.2
No,No,1931.79,42423.67
No,No,1497.72,36998.57
No,No,1258.68,73272.05
No,No,1973.82,59261.31
No,No,1656.36,16755.09
No,Yes,1877.31,45615.47
No,No,1502.32,35905.9
No,No,1935.97,55170.23
No,No,1000.12,41501.37
No,No,940.69,33898.61
No,No,1800.37,59860.33
No,No,1855.51,50466.47
No,No,1083.62,45194.63
No,No,1610.68,47869.7
No,Yes,2085.4,44539.04
No,No,1425.05,41800.71
No,Yes,1128.19,47692.26
No,No,1633.14,37493.16
No,No,1457.04,43098.2
No,No,1037.05,44626.41
No,No,1297.4,32640.97
No,No,1170.96,36094.18
No,Yes,1231.29,45778.24
No,No,1381.76,23037.29
No,No,1299.96,35578.57
No,No,1345.68,60477.62
No,No,1631.28,70257.01
No,No,1627.2,41777.59
No,No,1156.97,39486.25
No,No,1712.88,51493.11
No,No,1765.09,42130.37
No,No,1283.82,39690.2
No,No,1464.11,32358.31
No,No,876.92,44734.27
No,No,1366.76,61140.39
No,No,1611.9,57863.4
No,Yes,1577.4,41653.03
No,No,987.38,25566.16
No,No,1382.55,47619.11
No,No,2073.88,42971.57
No,No,2250.76,70860.49
Yes,No,2315.03,27566.73
No,No,1345.61,49170.6
No,No,1919.73,50383.08
No,No,1643.8,37627.16
No,No,715.05,34594.83
No,No,2133.94,46046.69
No,No,1389.48,62599.46
No,Yes,1481.45,41136.47
No,Yes,928.31,32928.36
No,No,1862.31,58661.51
No,No,1148.33,61188.65
No,No,1395.67,47036.75
No,No,502.42,68693.85
No,No,1489.65,32324.1
No,No,1952.87,58750.03
No,No,2166.45,73700.69
No,No,1848.15,54106.3
No,No,891.41,58757.96
No,Yes,1360.35,32972.81
No,No,1401.34,48246.22
No,Yes,2159.73,48601.29
No,Yes,1117.64,51696.99
No,No,1393.88,54805.42
No,No,520.12,27175.55
Yes,Yes,1852.89,45776.7
Yes,No,2068.43,40011.13
No,Yes,1338.41,14266.74
Yes,No,1460.86,19445.79
No,No,1963.59,62196.58
Yes,No,1784.26,62166.58
No,No,1279.38,35820.97
No,No,1937.58,45905.85
No,No,1884.77,48617.14
No,Yes,1850.98,28071.73
No,No,2097.44,57914.55
No,No,1360.92,43673.84
No,No,1294.27,37406.27
No,No,1465.63,20006.11
No,No,1043.39,5694.1
No,No,1522.6,51518.84
No,No,1604.79,46654.82
No,No,1747.0,45926.91
No,No,1679.19,58193.77
No,No,1531.8,21945.57
No,No,1329.45,44643.04
No,Yes,1424.02,40075.89
No,No,1562.4,69883.23
No,No,1172.56,48097.4
No,No,1548.52,36844.35
No,Yes,1553.87,48795.61
No,No,1188.05,62270.54
No,No,1469.55,51767.03
No,No,1196.42,76152.66
No,No,1015.08,56070.69
No,No,1275.88,22926.43
No,Yes,1146.7,33445.63
No,Yes,1765.33,66889.75
No,No,1839.65,40221.3
No,No,1700.53,28416.99
No,Yes,1173.11,43917.09
No,No,1309.98,54998.64
No,No,1648.32,48438.02
No,No,1333.01,26037.02
No,No,1326.81,43100.59
No,No,1015.6,29240.9
No,No,1905.37,54719.27
No,No,1658.13,56619.89
No,No,2304.1,34205.69
No,No,1488.8,61673.13
No,No,1555.18,46227.7
No,Yes,1519.92,57422.22
Yes,No,1235.64,35928.11
No,No,1409.24,37870.4
No,No,1788.62,38192.55
No,No,1268.11,49020.6
No,No,589.07,28921.4
No,No,2030.15,58920.09
No,No,1817.14,35585.42
No,Yes,1477.57,21676.18
No,No,1865.56,60595.35
No,No,1268.97,44965.62
No,No,1454.22,52818.49
No,Yes,1082.34,33219.04
No,No,948.98,52729.82
No,Yes,1328.88,25269.59
No,No,1742.83,68174.18
No,No,1316.53,40385.39
No,Yes,1411.49,37992.7
No,No,2513.63,68855.65
No,No,1600.89,58637.03
No,No,1970.27,73236.62
No,No,1198.19,49216.05
No,Yes,1926.01,60280.28
No,Yes,1223.28,34465.02
No,Yes,1439.66,31460.04
No,No,1858.7,33742.63
No,No,1526.82,53901.14
No,No,2501.26,58353.9
No,No,710.77,36519.93
No,Yes,1321.99,54797.68
No,Yes,1332.35,26036.43
No,Yes,1103.57,64614.89
No,No,1527.97,37607.93
No,Yes,1336.27,27818.73
No,No,1229.3,38509.7
No,No,1622.63,20389.65
No,No,956.22,45658.52
No,Yes,840.08,60939.13
No,Yes,1581.66,31834.46
No,Yes,1434.9,51991.48
No,No,756.29,46703.45
No,No,1610.34,48927.72
No,No,1745.48,47823.11
No,No,1630.39,38492.27
No,No,632.86,53742.63
No,Yes,1502.18,55387.64
No,No,1610.32,45314.99
No,Yes,796.46,49693.18
No,Yes,2339.88,51861.64
No,Yes,1837.24,45839.33
No,Yes,1582.88,49937.45
No,Yes,1827.97,58895.16
No,No,1113.53,48514.46
Yes,No,1707.19,64072.99
No,No,1994.26,60575.91
No,Yes,694.7,61225.89
No,No,1372.84,32840.22
No,No,1686.65,39056.88
No,No,1868.58,27220.0
No,Yes,1793.43,82899.43
No,No,1468.91,31029.19
No,No,1057.13,49059.77
No,No,1657.67,20907.43
No,No,488.55,36896.92
No,Yes,1268.49,56786.75
No,No,1392.03,36440.87
No,No,1270.02,38947.26
No,Yes,1368.77,47319.81
No,Yes,1687.3,56036.9
No,Yes,1757.19,71652.66
No,No,1441.51,59902.0
No,No,1430.18,19790.24
No,No,1824.82,34856.48
No,No,2385.13,65120.55
No,No,1518.81,25063.11
No,Yes,2093.21,60962.16
